SampleID,SampleDate,Species,Sex,Tissue,Length,Weight,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFBS,PFPeS,PFHxS,PFHpS,PFOS,6:2 FTS,PFDA,PFUnA,PFDoA,PFTrDA,PFTeDA,PFHxDA,PFNS,PFDS,PFDoS,4:2 FTS,8:2 FTS,10:2 FTS,N-MeFOSAA,N-EtFOSAA,FOSA,FOSAA,N-MeFOSA,N-EtFOSA,HFPO-DA,ADONA,9Cl-PF3ONS,11Cl-PF3OUdS,3:3 FTCA,5:3 FTCA,7:3 FTCA,6:2 FTCA,8:2 FTCA,10:2 FTCA,6:2 FTUCA,8:2 FTUCA,6:2 diPAP,FBSA,FHxSA,PFPrS,Cl-PFOS,PFEtCHxS,8:2 diPAP,diSAmPAP,SumPFAS,log_PFBA,log_PFPeA,log_PFHxA,log_PFHpA,log_PFOA,log_PFNA,log_PFBS,log_PFPeS,log_PFHxS,log_PFHpS,log_PFOS,log_6:2 FTS,log_PFDA,log_PFUnA,log_PFDoA,log_PFTrDA,log_PFTeDA,log_PFHxDA,log_PFNS,log_PFDS,log_PFDoS,log_4:2 FTS,log_8:2 FTS,log_10:2 FTS,log_N-MeFOSAA,log_N-EtFOSAA,log_FOSA,log_FOSAA,log_N-MeFOSA,log_N-EtFOSA,log_HFPO-DA,log_ADONA,log_9Cl-PF3ONS,log_11Cl-PF3OUdS,log_3:3 FTCA,log_5:3 FTCA,log_7:3 FTCA,log_6:2 FTCA,log_8:2 FTCA,log_10:2 FTCA,log_6:2 FTUCA,log_8:2 FTUCA,log_6:2 diPAP,log_FBSA,log_FHxSA,log_PFPrS,log_Cl-PFOS,log_PFEtCHxS,log_8:2 diPAP,log_diSAmPAP
BG040-LIV-05262021,4/28/2021 0:00,Bluegill,F,Liver,20,181.4,0.04225,0.04225,0.0845,0.0845,0.0845,0.319,0.0845,0.211,8,2.99,3950,0.04225,10.3,19.8,22.3,13.9,17.2,0.885,24.9,30.7,5.46,0.1055,9.88,9.98,0.0845,0.04225,5.58,0.04225,0.04225,0.04225,0.04225,0.04225,0.04225,0.04225,0.4225,0.219,1.16,0.1055,0.1055,0.04225,0.04225,0.04225,0.1055,18.1,118,0.1055,5.08,0.211,0.0845,0.0845,4277.308,-1.374173287,-1.374173287,-1.073143291,-1.073143291,-1.073143291,-0.496209317,-1.073143291,-0.675717545,0.903089987,0.475671188,3.596597096,-1.374173287,1.012837225,1.29666519,1.348304863,1.1430148,1.235528447,-0.053056729,1.396199347,1.487138375,0.737192643,-0.97674754,0.994756945,0.999130541,-1.073143291,-1.374173287,0.746634199,-1.374173287,-1.374173287,-1.374173287,-1.374173287,-1.374173287,-1.374173287,-1.374173287,-0.374173287,-0.659555885,0.064457989,-0.97674754,-0.97674754,-1.374173287,-1.374173287,-1.374173287,-0.97674754,1.257678575,2.071882007,-0.97674754,0.705863712,-0.675717545,-1.073143291,-1.073143291
BG040-MU-05262021,4/28/2021 0:00,Bluegill,F,Muscle,20,181.4,0.03875,0.03875,0.0775,0.0775,0.0775,0.0775,0.03875,0.1935,1.42,0.392,619,0.03875,1.95,3.38,3,2.27,1.34,0.03875,3.6,4.41,0.894,0.097,0.973,1.32,0.03875,0.03875,0.419,0.03875,0.03875,0.03875,0.03875,0.03875,0.03875,0.03875,0.3875,0.03875,0.0775,0.097,0.097,0.03875,0.03875,0.03875,0.097,0.622,3.31,0.097,0.911,0.1935,0.0775,0.0775,651.7105,-1.411728293,-1.411728293,-1.110698297,-1.110698297,-1.110698297,-1.110698297,-1.411728293,-0.713319031,0.152288344,-0.406713933,2.791690649,-1.411728293,0.290034611,0.5289167,0.477121255,0.356025857,0.127104798,-1.411728293,0.556302501,0.644438589,-0.048662481,-1.013228266,-0.01188716,0.120573931,-1.411728293,-1.411728293,-0.377785977,-1.411728293,-1.411728293,-1.411728293,-1.411728293,-1.411728293,-1.411728293,-1.411728293,-0.411728293,-1.411728293,-1.110698297,-1.013228266,-1.013228266,-1.411728293,-1.411728293,-1.411728293,-1.013228266,-0.206209615,0.519827994,-1.013228266,-0.040481623,-0.713319031,-1.110698297,-1.110698297
BG040-STO-05262021,4/28/2021 0:00,Bluegill,F,Stomach,20,181.4,0.0765,0.0765,0.461,0.1525,0.677,0.408,0.0765,0.3815,6.25,0.3815,512,0.0765,1.42,2.83,2.64,1.99,1.86,0.1525,2.62,3.66,0.528,0.191,2.81,2.34,0.0765,0.0765,2.11,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.0765,0.765,0.79,1.44,0.191,0.191,0.0765,0.0765,0.0765,0.191,9.09,48.1,0.191,0.1525,0.191,0.1525,0.1525,608.6845,-1.116338565,-1.116338565,-0.336299075,-0.816730156,-0.169411331,-0.389339837,-1.116338565,-0.418505458,0.795880017,-0.418505458,2.709269961,-1.116338565,0.152288344,0.451786436,0.421603927,0.298853076,0.269512944,-0.816730156,0.418301291,0.563481085,-0.277366077,-0.718966633,0.44870632,0.369215857,-1.116338565,-1.116338565,0.324282455,-1.116338565,-1.116338565,-1.116338565,-1.116338565,-1.116338565,-1.116338565,-1.116338565,-0.116338565,-0.102372909,0.158362492,-0.718966633,-0.718966633,-1.116338565,-1.116338565,-1.116338565,-0.718966633,0.958563883,1.682145076,-0.718966633,-0.816730156,-0.718966633,-0.816730156,-0.816730156
BG041-LIV -05262021,4/28/2021 0:00,Bluegill,M,Liver,14,43.25,0.0413,0.0413,0.0413,0.0413,0.0413,0.425,0.0413,0.1035,24.1,6.93,1640,0.0413,2.69,7.34,8.46,10.1,8.42,0.316,15.6,24.9,7.67,0.1035,8.75,4.05,0.0413,0.0413,5.07,0.0413,0.0413,0.0413,0.0413,0.0413,0.0413,0.0413,0.413,0.0413,6.86,0.1035,0.1035,0.0413,0.0413,0.0413,0.1035,3.59,33.8,0.1035,4.81,0.1035,0.0413,0.0413,1825.9271,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-0.37161107,-1.384049948,-0.98505965,1.382017043,0.840733235,3.214843848,-1.384049948,0.42975228,0.86569606,0.927370363,1.004321374,0.925312091,-0.500312917,1.193124598,1.396199347,0.884795364,-0.98505965,0.942008053,0.607455023,-1.384049948,-1.384049948,0.705007959,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-0.384049948,-1.384049948,0.836324116,-0.98505965,-0.98505965,-1.384049948,-1.384049948,-1.384049948,-0.98505965,0.555094449,1.5289167,-0.98505965,0.682145076,-0.98505965,-1.384049948,-1.384049948
BG041-MU-05262021,4/28/2021 0:00,Bluegill,M,Muscle,14,43.25,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.0442,0.1105,3.35,0.658,238,0.0442,0.63,1.44,2,2.31,1.32,0.0442,1.55,3,0.793,0.1105,1.8,1.08,0.0442,0.0442,0.559,0.0442,0.0442,1.11,0.0442,0.0442,0.0442,0.0442,0.442,0.0442,0.346,0.1105,0.1105,0.0442,0.0442,0.0442,0.1105,0.457,2.6,0.1105,0.517,0.1105,0.0442,0.0442,265.7521,-1.354577731,-1.354577731,-1.354577731,-1.354577731,-1.354577731,-1.354577731,-1.354577731,-0.956637722,0.525044807,-0.181774106,2.376576957,-1.354577731,-0.200659451,0.158362492,0.301029996,0.36361198,0.120573931,-1.354577731,0.190331698,0.477121255,-0.100726813,-0.956637722,0.255272505,0.033423755,-1.354577731,-1.354577731,-0.252588192,-1.354577731,-1.354577731,0.045322979,-1.354577731,-1.354577731,-1.354577731,-1.354577731,-0.354577731,-1.354577731,-0.460923901,-0.956637722,-0.956637722,-1.354577731,-1.354577731,-1.354577731,-0.956637722,-0.3400838,0.414973348,-0.956637722,-0.286509457,-0.956637722,-1.354577731,-1.354577731
BG041-STO-05262021,4/28/2021 0:00,Bluegill,M,Stomach,14,43.25,0.0411,0.0411,0.0411,0.0411,0.717,1.09,0.0411,0.103,15.6,1.61,372,0.0411,1.21,2.66,2.55,2.11,1.1,0.0411,2.01,4.04,0.0411,0.103,3.9,0.545,0.0411,0.0411,3.8,0.0411,0.0411,0.0411,0.0411,0.0411,0.0411,0.0411,0.411,0.0411,3.86,0.103,0.103,0.0411,0.0411,0.0411,0.103,3.34,22,0.103,0.0411,0.103,0.0411,0.0411,446.2604,-1.386158178,-1.386158178,-1.386158178,-1.386158178,-0.144480844,0.037426498,-1.386158178,-0.987162775,1.193124598,0.206825876,2.57054294,-1.386158178,0.08278537,0.424881637,0.40654018,0.324282455,0.041392685,-1.386158178,0.303196057,0.606381365,-1.386158178,-0.987162775,0.591064607,-0.263603498,-1.386158178,-1.386158178,0.579783597,-1.386158178,-1.386158178,-1.386158178,-1.386158178,-1.386158178,-1.386158178,-1.386158178,-0.386158178,-1.386158178,0.586587305,-0.987162775,-0.987162775,-1.386158178,-1.386158178,-1.386158178,-0.987162775,0.523746467,1.342422681,-0.987162775,-1.386158178,-0.987162775,-1.386158178,-1.386158178
BG042-GON-05262021,4/28/2021 0:00,Bluegill,M,Gonad,18,162.2,0.04255,0.04255,0.04255,0.04255,0.04255,0.04255,0.04255,0.1065,7.17,1.89,1590,0.04255,6.13,16.2,17.5,18.9,15.2,0.555,12.8,16.4,5.01,0.1065,4.54,6.57,0.04255,0.04255,2.56,0.04255,0.04255,0.04255,0.04255,0.04255,0.04255,0.04255,0.4255,0.04255,1.18,0.1065,0.1065,0.04255,0.04255,0.04255,0.1065,3.31,13.6,0.1065,3.04,0.1065,0.04255,0.04255,1744.70465,-1.371100436,-1.371100436,-1.371100436,-1.371100436,-1.371100436,-1.371100436,-1.371100436,-0.972650392,0.855519156,0.276461804,3.201397124,-1.371100436,0.787460475,1.209515015,1.243038049,1.276461804,1.181843588,-0.255707017,1.10720997,1.214843848,0.699837726,-0.972650392,0.657055853,0.81756537,-1.371100436,-1.371100436,0.408239965,-1.371100436,-1.371100436,-1.371100436,-1.371100436,-1.371100436,-1.371100436,-1.371100436,-0.371100436,-1.371100436,0.071882007,-0.972650392,-0.972650392,-1.371100436,-1.371100436,-1.371100436,-0.972650392,0.519827994,1.133538908,-0.972650392,0.482873584,-0.972650392,-1.371100436,-1.371100436
BG042-LIV-05262021,4/28/2021 0:00,Bluegill,M,Liver,18,162.2,0.04325,0.04325,0.04325,0.04325,0.04325,0.04325,0.04325,0.108,15.8,6.6,5860,0.04325,11.4,22.9,29.1,23.9,20.2,1.77,26.8,42.1,16.3,0.108,12.5,18.4,0.04325,0.04325,12.8,0.04325,0.04325,0.04325,0.04325,0.04325,0.04325,0.04325,0.4325,0.04325,5.1,0.108,0.108,0.04325,0.04325,0.04325,0.108,0.108,37.6,0.108,9.73,0.108,0.04325,0.04325,6175.29125,-1.364013888,-1.364013888,-1.364013888,-1.364013888,-1.364013888,-1.364013888,-1.364013888,-0.966576245,1.198657087,0.819543936,3.767897616,-1.364013888,1.056904851,1.359835482,1.463892989,1.378397901,1.305351369,0.247973266,1.428134794,1.624282096,1.212187604,-0.966576245,1.096910013,1.264817823,-1.364013888,-1.364013888,1.10720997,-1.364013888,-1.364013888,-1.364013888,-1.364013888,-1.364013888,-1.364013888,-1.364013888,-0.364013888,-1.364013888,0.707570176,-0.966576245,-0.966576245,-1.364013888,-1.364013888,-1.364013888,-0.966576245,-0.966576245,1.575187845,-0.966576245,0.98811284,-0.966576245,-1.364013888,-1.364013888
BG042-MU-05262021,4/28/2021 0:00,Bluegill,M,Muscle,18,162.2,0.0458,0.0458,0.0458,0.0458,0.0458,0.0458,0.0458,0.1145,1.39,0.1145,345,0.0458,1.42,3.07,3.54,4.01,3.29,0.0458,2.27,2.99,1.09,0.1145,0.821,1.81,0.0458,0.0458,0.531,0.0458,0.0458,0.0458,0.0458,0.0458,0.0458,0.0458,0.458,0.0458,0.0458,0.1145,0.1145,0.0458,0.0458,0.0458,0.1145,0.545,1.76,0.1145,0.593,0.1145,0.0458,0.0458,376.649,-1.339134522,-1.339134522,-1.339134522,-1.339134522,-1.339134522,-1.339134522,-1.339134522,-0.941194513,0.1430148,-0.941194513,2.537819095,-1.339134522,0.152288344,0.487138375,0.549003262,0.603144373,0.517195898,-1.339134522,0.356025857,0.475671188,0.037426498,-0.941194513,-0.085656843,0.257678575,-1.339134522,-1.339134522,-0.274905479,-1.339134522,-1.339134522,-1.339134522,-1.339134522,-1.339134522,-1.339134522,-1.339134522,-0.339134522,-1.339134522,-1.339134522,-0.941194513,-0.941194513,-1.339134522,-1.339134522,-1.339134522,-0.941194513,-0.263603498,0.245512668,-0.941194513,-0.226945307,-0.941194513,-1.339134522,-1.339134522
BG042-STO-05262021,4/28/2021 0:00,Bluegill,M,Stomach,18,162.2,0.04245,0.04245,0.04245,0.04245,0.04245,0.04245,0.04245,0.106,2.74,0.906,505,0.04245,1.07,2.82,3.56,3.7,3.1,0.269,5.14,7.67,2.58,0.106,3.7,3.11,0.04245,0.04245,11.4,0.04245,0.04245,0.04245,0.04245,0.04245,0.04245,0.04245,0.4245,0.897,0.04245,0.106,0.106,0.04245,0.04245,0.04245,0.106,0.106,39.5,0.106,0.04245,0.106,0.04245,0.04245,599.4533,-1.372122305,-1.372122305,-1.372122305,-1.372122305,-1.372122305,-1.372122305,-1.372122305,-0.974694135,0.437750563,-0.042871802,2.703291378,-1.372122305,0.029383778,0.450249108,0.551449998,0.568201724,0.491361694,-0.57024772,0.710963119,0.884795364,0.411619706,-0.974694135,0.568201724,0.492760389,-1.372122305,-1.372122305,1.056904851,-1.372122305,-1.372122305,-1.372122305,-1.372122305,-1.372122305,-1.372122305,-1.372122305,-0.372122305,-0.047207557,-1.372122305,-0.974694135,-0.974694135,-1.372122305,-1.372122305,-1.372122305,-0.974694135,-0.974694135,1.596597096,-0.974694135,-1.372122305,-0.974694135,-1.372122305,-1.372122305
BG043-LIV-05262021,4/28/2021 0:00,Bluegill,M,Liver,11,25.75,0.0413,0.0413,0.0413,0.0413,0.0413,0.359,0.0413,0.103,15.9,5.06,2100,0.0413,2.78,6.56,7.81,8.63,6.76,0.343,16.5,24.9,6.59,0.103,6.35,3.99,0.0413,0.0413,12.8,0.0413,0.0413,0.0413,0.0413,0.0413,0.0413,0.0413,0.413,0.0413,1.9,0.103,0.103,0.0413,0.0413,0.0413,0.103,10,102,0.103,4.58,0.103,0.0413,0.0413,2345.8546,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-0.444905551,-1.384049948,-0.987162775,1.201397124,0.704150517,3.322219295,-1.384049948,0.444044796,0.816903839,0.892651034,0.936010796,0.829946696,-0.46470588,1.217483944,1.396199347,0.818885415,-0.987162775,0.802773725,0.600972896,-1.384049948,-1.384049948,1.10720997,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-1.384049948,-0.384049948,-1.384049948,0.278753601,-0.987162775,-0.987162775,-1.384049948,-1.384049948,-1.384049948,-0.987162775,1,2.008600172,-0.987162775,0.660865478,-0.987162775,-1.384049948,-1.384049948
BG043-MU-05262021,4/28/2021 0:00,Bluegill,M,Muscle,11,25.75,0.0415,0.0415,0.0415,0.0415,0.0415,0.0415,0.0415,0.104,2.21,0.104,196,0.0415,0.49,1.05,1.51,1.61,1.06,0.0415,1.01,1.52,0.425,0.104,0.97,0.96,0.0415,0.0415,0.534,0.0415,0.0415,0.0415,0.0415,0.0415,0.0415,0.0415,0.415,0.0415,0.523,0.104,0.104,0.0415,0.0415,0.0415,0.104,0.104,2.67,0.104,0.304,0.104,0.0415,0.0415,215.193,-1.381951903,-1.381951903,-1.381951903,-1.381951903,-1.381951903,-1.381951903,-1.381951903,-0.982966661,0.344392274,-0.982966661,2.292256071,-1.381951903,-0.30980392,0.021189299,0.178976947,0.206825876,0.025305865,-1.381951903,0.004321374,0.181843588,-0.37161107,-0.982966661,-0.013228266,-0.017728767,-1.381951903,-1.381951903,-0.272458743,-1.381951903,-1.381951903,-1.381951903,-1.381951903,-1.381951903,-1.381951903,-1.381951903,-0.381951903,-1.381951903,-0.281498311,-0.982966661,-0.982966661,-1.381951903,-1.381951903,-1.381951903,-0.982966661,-0.982966661,0.426511261,-0.982966661,-0.517126416,-0.982966661,-1.381951903,-1.381951903
BG043-STO-05262021,4/28/2021 0:00,Bluegill,M,Stomach,11,25.75,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.114,8.62,0.114,899,0.0455,0.0455,3.59,4.19,4.8,3.36,0.0455,4.67,5.6,0.0455,0.114,9.48,4.2,0.0455,0.0455,4.9,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.0455,0.455,0.0455,0.0455,0.114,0.114,0.0455,0.0455,0.0455,0.114,0.114,36.5,0.114,0.0455,0.114,0.0455,0.0455,991.665,-1.341988603,-1.341988603,-1.341988603,-1.341988603,-1.341988603,-1.341988603,-1.341988603,-0.943095149,0.935507266,-0.943095149,2.953759692,-1.341988603,-1.341988603,0.555094449,0.622214023,0.681241237,0.526339277,-1.341988603,0.669316881,0.748188027,-1.341988603,-0.943095149,0.976808337,0.62324929,-1.341988603,-1.341988603,0.69019608,-1.341988603,-1.341988603,-1.341988603,-1.341988603,-1.341988603,-1.341988603,-1.341988603,-0.341988603,-1.341988603,-1.341988603,-0.943095149,-0.943095149,-1.341988603,-1.341988603,-1.341988603,-0.943095149,-0.943095149,1.562292864,-0.943095149,-1.341988603,-0.943095149,-1.341988603,-1.341988603
BG044-GON-05262021,4/28/2021 0:00,Bluegill,M,Gonad,19,167.6,0.0435,0.0435,0.0435,0.0435,0.0435,0.0435,0.0435,0.1085,6.11,1.13,1190,0.0435,3.82,12,14.2,10.4,11.9,0.906,8.24,14.4,3.72,0.1085,2.31,7,0.0435,0.0435,2.6,0.0435,0.0435,0.0435,0.0435,0.0435,0.0435,0.0435,0.435,0.0435,0.26,0.1085,0.1085,0.0435,0.0435,0.0435,0.1085,1.31,12.3,0.1085,1.83,0.1085,0.0435,0.0435,1306.631,-1.361510743,-1.361510743,-1.361510743,-1.361510743,-1.361510743,-1.361510743,-1.361510743,-0.964570262,0.78604121,0.053078443,3.075546961,-1.361510743,0.582063363,1.079181246,1.152288344,1.017033339,1.075546961,-0.042871802,0.915927212,1.158362492,0.57054294,-0.964570262,0.36361198,0.84509804,-1.361510743,-1.361510743,0.414973348,-1.361510743,-1.361510743,-1.361510743,-1.361510743,-1.361510743,-1.361510743,-1.361510743,-0.361510743,-1.361510743,-0.585026652,-0.964570262,-0.964570262,-1.361510743,-1.361510743,-1.361510743,-0.964570262,0.117271296,1.089905111,-0.964570262,0.26245109,-0.964570262,-1.361510743,-1.361510743
BG044-LIV -05262021,4/28/2021 0:00,Bluegill,M,Liver,19,167.6,0.0429,0.0429,0.0429,0.0429,0.0429,0.196,0.0429,0.107,9.1,2.52,1680,0.0429,4,10.1,11.4,11.5,11.1,0.415,20.8,19.4,8.48,0.107,4.08,8.61,0.0429,0.0429,6.71,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.0429,0.429,0.0429,1.35,0.107,0.107,0.0429,0.0429,0.0429,0.107,7.16,38.4,0.107,5.18,0.107,0.0429,0.0429,1862.6228,-1.367542708,-1.367542708,-1.367542708,-1.367542708,-1.367542708,-0.707743929,-1.367542708,-0.970616222,0.959041392,0.401400541,3.225309282,-1.367542708,0.602059991,1.004321374,1.056904851,1.06069784,1.045322979,-0.381951903,1.318063335,1.28780173,0.928395852,-0.970616222,0.610660163,0.935003151,-1.367542708,-1.367542708,0.82672252,-1.367542708,-1.367542708,-1.367542708,-1.367542708,-1.367542708,-1.367542708,-1.367542708,-0.367542708,-1.367542708,0.130333768,-0.970616222,-0.970616222,-1.367542708,-1.367542708,-1.367542708,-0.970616222,0.854913022,1.584331224,-0.970616222,0.71432976,-0.970616222,-1.367542708,-1.367542708
BG044-MU-05262021,4/28/2021 0:00,Bluegill,M,Muscle,19,167.6,0.0436,0.0436,0.0436,0.0436,0.0436,0.0436,0.0436,0.109,1.5,0.109,320,0.0436,1,2.92,2.95,3.11,2.27,0.0436,2,3.04,1.11,0.109,0.604,1.83,0.0436,0.0436,0.758,0.0436,0.0436,0.0436,0.0436,0.0436,0.0436,0.0436,0.436,0.0436,0.0436,0.109,0.109,0.0436,0.0436,0.0436,0.109,0.552,3.61,0.109,0.554,0.109,0.0436,0.0436,350.206,-1.360513511,-1.360513511,-1.360513511,-1.360513511,-1.360513511,-1.360513511,-1.360513511,-0.962573502,0.176091259,-0.962573502,2.505149978,-1.360513511,0,0.465382851,0.469822016,0.492760389,0.356025857,-1.360513511,0.301029996,0.482873584,0.045322979,-0.962573502,-0.218963061,0.26245109,-1.360513511,-1.360513511,-0.120330794,-1.360513511,-1.360513511,-1.360513511,-1.360513511,-1.360513511,-1.360513511,-1.360513511,-0.360513511,-1.360513511,-1.360513511,-0.962573502,-0.962573502,-1.360513511,-1.360513511,-1.360513511,-0.962573502,-0.258060922,0.557507202,-0.962573502,-0.256490235,-0.962573502,-1.360513511,-1.360513511
BG044-STO-05262021,4/28/2021 0:00,Bluegill,M,Stomach,19,167.6,0.0426,0.0426,2.19,0.0426,1.18,1.5,1.84,1.87,14.8,0.1065,434,0.0426,1.64,4.37,3.94,5.55,4.19,0.0426,2.37,5.68,2.05,0.1065,2.15,4.51,0.0426,0.0426,4.63,0.0426,0.0426,0.0426,0.0426,0.0426,0.0426,0.0426,0.426,0.0426,7.83,0.1065,0.1065,0.0426,0.0426,0.0426,0.1065,4.5,34.1,0.1065,0.0426,0.1065,0.0426,0.0426,546.9561,-1.370590401,-1.370590401,0.340444115,-1.370590401,0.071882007,0.176091259,0.264817823,0.271841607,1.170261715,-0.972650392,2.63748973,-1.370590401,0.214843848,0.640481437,0.595496222,0.744292983,0.622214023,-1.370590401,0.374748346,0.754348336,0.311753861,-0.972650392,0.33243846,0.654176542,-1.370590401,-1.370590401,0.665580991,-1.370590401,-1.370590401,-1.370590401,-1.370590401,-1.370590401,-1.370590401,-1.370590401,-0.370590401,-1.370590401,0.893761762,-0.972650392,-0.972650392,-1.370590401,-1.370590401,-1.370590401,-0.972650392,0.653212514,1.532754379,-0.972650392,-1.370590401,-0.972650392,-1.370590401,-1.370590401
BG045-GON-08192021,8/19/2021 0:00,Bluegill,M,Gonad,20,176.35,0.0447,0.0447,0.0447,0.0447,0.0447,0.0447,0.0447,0.112,6.56,1.14,1050,0.0447,2.12,7.63,10.1,10.4,8.43,0.46,7.24,10.8,4.44,0.112,2.07,3.87,0.0447,0.0447,3.25,0.0447,0.0447,0.0447,0.0447,0.0447,0.0447,0.0447,0.447,0.0447,1.44,0.112,0.112,0.0447,0.0447,0.0447,0.112,2.54,14.1,0.112,1.47,0.112,0.0447,0.0447,1150.3191,-1.349692477,-1.349692477,-1.349692477,-1.349692477,-1.349692477,-1.349692477,-1.349692477,-0.950781977,0.816903839,0.056904851,3.021189299,-1.349692477,0.326335861,0.882524538,1.004321374,1.017033339,0.925827575,-0.337242168,0.859738566,1.033423755,0.64738297,-0.950781977,0.315970345,0.587710965,-1.349692477,-1.349692477,0.511883361,-1.349692477,-1.349692477,-1.349692477,-1.349692477,-1.349692477,-1.349692477,-1.349692477,-0.349692477,-1.349692477,0.158362492,-0.950781977,-0.950781977,-1.349692477,-1.349692477,-1.349692477,-0.950781977,0.404833717,1.149219113,-0.950781977,0.167317335,-0.950781977,-1.349692477,-1.349692477
BG045-LIV -08192021,8/19/2021 0:00,Bluegill,M,Liver,20,176.35,0.0437,0.0437,0.0437,0.0437,0.0437,0.222,0.0437,0.109,14.1,3.52,2380,0.0437,4.93,12.2,20.6,21.7,17.2,0.78,25.4,21.6,11.7,0.109,4.15,4.48,0.0437,0.0437,16.1,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.0437,0.437,0.0437,1.91,0.109,0.109,0.0437,0.0437,0.0437,0.109,0.109,0.0437,0.109,4.68,0.109,0.0437,0.0437,2567.5861,-1.359518563,-1.359518563,-1.359518563,-1.359518563,-1.359518563,-0.653647026,-1.359518563,-0.962573502,1.149219113,0.546542663,3.376576957,-1.359518563,0.692846919,1.086359831,1.31386722,1.336459734,1.235528447,-0.107905397,1.404833717,1.334453751,1.068185862,-0.962573502,0.618048097,0.651278014,-1.359518563,-1.359518563,1.206825876,-1.359518563,-1.359518563,-1.359518563,-1.359518563,-1.359518563,-1.359518563,-1.359518563,-0.359518563,-1.359518563,0.281033367,-0.962573502,-0.962573502,-1.359518563,-1.359518563,-1.359518563,-0.962573502,-0.962573502,-1.359518563,-0.962573502,0.670245853,-0.962573502,-1.359518563,-1.359518563
BG045-MU-08192021,8/19/2021 0:00,Bluegill,M,Muscle,20,176.35,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.106,1.73,0.106,299,0.0423,0.558,1.71,2.41,2.06,1.69,0.0423,1.91,3.07,1.25,0.106,0.404,1.23,0.0423,0.0423,0.813,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.0423,0.423,0.0423,0.0423,0.106,0.106,0.0423,0.0423,0.0423,0.106,0.595,2.96,0.106,0.425,0.106,0.0423,0.0423,324.1435,-1.373659633,-1.373659633,-1.373659633,-1.373659633,-1.373659633,-1.373659633,-1.373659633,-0.974694135,0.238046103,-0.974694135,2.475671188,-1.373659633,-0.253365801,0.23299611,0.382017043,0.31386722,0.227886705,-1.373659633,0.281033367,0.487138375,0.096910013,-0.974694135,-0.393618635,0.089905111,-1.373659633,-1.373659633,-0.089909454,-1.373659633,-1.373659633,-1.373659633,-1.373659633,-1.373659633,-1.373659633,-1.373659633,-0.373659633,-1.373659633,-1.373659633,-0.974694135,-0.974694135,-1.373659633,-1.373659633,-1.373659633,-0.974694135,-0.225483034,0.471291711,-0.974694135,-0.37161107,-0.974694135,-1.373659633,-1.373659633
BG045-STO-08192021,8/19/2021 0:00,Bluegill,M,Stomach,20,176.35,0.04595,0.04595,0.04595,0.04595,0.04595,0.04595,0.04595,0.115,2.73,0.115,317,0.04595,0.651,1.78,2.67,2.84,2.46,0.04595,1.95,2.87,1.13,0.115,2.11,2.83,0.04595,0.04595,9.65,0.04595,0.04595,0.04595,0.04595,0.04595,0.04595,0.04595,0.4595,0.04595,0.04595,0.115,0.115,0.04595,0.04595,0.04595,0.115,0.115,129,0.115,0.04595,0.115,0.04595,0.04595,482.3602,-1.337714484,-1.337714484,-1.337714484,-1.337714484,-1.337714484,-1.337714484,-1.337714484,-0.93930216,0.436162647,-0.93930216,2.501059262,-1.337714484,-0.186419011,0.250420002,0.426511261,0.45331834,0.390935107,-1.337714484,0.290034611,0.457881897,0.053078443,-0.93930216,0.324282455,0.451786436,-1.337714484,-1.337714484,0.984527313,-1.337714484,-1.337714484,-1.337714484,-1.337714484,-1.337714484,-1.337714484,-1.337714484,-0.337714484,-1.337714484,-1.337714484,-0.93930216,-0.93930216,-1.337714484,-1.337714484,-1.337714484,-0.93930216,-0.93930216,2.11058971,-0.93930216,-1.337714484,-0.93930216,-1.337714484,-1.337714484
